dataset_category_train,dataset_category_test,precision_macro,recall_macro,f1_macro
founta_hateful,toxicity_obscene,0.4745049298128342,0.5,0.4869189629486726
founta_hateful,toxicity_threat,0.4985168783422461,0.5,0.4992573377126002
founta_abusive,stormfront_post,0.4808467741935484,0.4990662141536815,0.4475228561840609
founta_abusive,ami,0.6849505038370225,0.6639430857759396,0.6631424644983968
founta_abusive,trac_covert,0.35905654961247724,0.4971298634493079,0.3926181494189683
founta_abusive,trac_overt,0.8474069467036647,0.5089236174475984,0.4516751103121425
founta_abusive,trac_aggr,0.7064634963161421,0.5039615166949633,0.300110100573074
founta_abusive,offenseval,0.8805948174322733,0.7080873671782763,0.7472734934681837
founta_abusive,hateval_hate,0.6086156616366234,0.5680444351803033,0.5448915246603108
founta_abusive,hateval_aggression,0.6188812557493198,0.6122154892107596,0.6152329740591022
founta_abusive,zeerak_hate,0.5285725139825461,0.5062480326115735,0.4487049551001256
founta_abusive,zeerak_racism,0.4855121541535883,0.4933828396754239,0.4835438793510072
founta_abusive,zeerak_sexism,0.5430603598289578,0.512721480033308,0.4925079772019651
founta_abusive,davidson_hate,0.4873423671226189,0.4467072325954847,0.3985691511361738
founta_abusive,davidson_offensive,0.6596743719663262,0.7135989562043197,0.5950123774301181
founta_abusive,davidson_toxicity,0.6470167390889451,0.7454454798524115,0.559718523207255
founta_abusive,founta_hateful,0.5090320997721327,0.5354016843649718,0.4820264221582292
founta_abusive,founta_abusive,0.9073968535273048,0.8898789390759321,0.8982095532430554
founta_abusive,founta_toxicity,0.9164289532994376,0.8531287054583461,0.8781086173977353
founta_abusive,toxicity_toxic,0.8984662756385797,0.6811975841970442,0.7406538263998471
founta_abusive,toxicity_identityhate,0.5461352602305475,0.699152547380995,0.5691498347748956
founta_abusive,toxicity_severetoxic,0.5910852406966359,0.8452823876358624,0.6383437009264915
founta_abusive,toxicity_insult,0.7910967288840811,0.7450578638769811,0.7658168713313314
founta_abusive,toxicity_obscene,0.8724021166785723,0.7943540546711103,0.828215342654183
founta_abusive,toxicity_threat,0.5142933929061071,0.6848559827433067,0.5179911059453237
founta_toxicity,stormfront_post,0.5435056519547843,0.5065992993875784,0.4710554327356096
founta_toxicity,ami,0.6795636066279858,0.6616503326739795,0.6612273868916008
founta_toxicity,trac_covert,0.4409781444607512,0.4971006359895249,0.3979708141034025
founta_toxicity,trac_overt,0.6776307960810757,0.5110065936334662,0.4597666651766614
founta_toxicity,trac_aggr,0.6186089405418269,0.5054899433655955,0.3077593499099955
founta_toxicity,offenseval,0.8679317615487828,0.706021251475797,0.7436721574929692
founta_toxicity,hateval_hate,0.6082164652890583,0.5683427950186168,0.5457078761140695
founta_toxicity,hateval_aggression,0.6166070192015222,0.6109592078037245,0.6135494301825781
founta_toxicity,zeerak_hate,0.5565686555918338,0.515773229654122,0.4698056627770869
founta_toxicity,zeerak_racism,0.5002485942889947,0.500144780117063,0.4959204162021831
founta_toxicity,zeerak_sexism,0.5563200613028392,0.5212164657325947,0.5093186519049433
founta_toxicity,davidson_hate,0.4898811381606325,0.4571247520387922,0.3988009717161201
founta_toxicity,davidson_offensive,0.6569719398371083,0.7113222058887378,0.5968720686799449
founta_toxicity,davidson_toxicity,0.6468530779977409,0.7467348565966347,0.5647102891671911
founta_toxicity,founta_hateful,0.5220802730594989,0.5891923297011707,0.4990613077458458
founta_toxicity,founta_abusive,0.894510844158518,0.8890979289521357,0.8917614201500579
founta_toxicity,founta_toxicity,0.9165911172180172,0.8640742630312959,0.8856838020610829
founta_toxicity,toxicity_toxic,0.8644486839948715,0.6885752316407902,0.7420956217640177
founta_toxicity,toxicity_identityhate,0.5449932933514822,0.7209978788568836,0.5674850094643358
founta_toxicity,toxicity_severetoxic,0.5803346034238313,0.8465105811465723,0.6231445530272062
founta_toxicity,toxicity_insult,0.7601084768301518,0.7491570929886455,0.7544961571413705
founta_toxicity,toxicity_obscene,0.8289462685777342,0.7958491167002959,0.8113928626762381
founta_toxicity,toxicity_threat,0.5130851709119816,0.69255952644423,0.5144455958453802
