fasttext_model,dataset,model,F1_macro
pretrained,trac_covert,toxicity_toxic,0.4114822690170793
pretrained,toxicity_obscene,toxicity_toxic,0.8278386886604774
pretrained,hateval_hate,toxicity_toxic,0.569709300016329
pretrained,zeerak_racism,toxicity_toxic,0.515426497277677
pretrained,toxicity_severetoxic,trac_covert,0.4577673581591905
pretrained,founta_toxicity,trac_covert,0.4651838069809893
pretrained,toxicity_threat,trac_covert,0.4558246114841811
pretrained,toxicity_insult,trac_covert,0.4746048639461186
pretrained,founta_abusive,trac_covert,0.464167028305593
pretrained,davidson_offensive,trac_covert,0.3033533315972077
pretrained,founta_hateful,trac_covert,0.4981439025662118
pretrained,zeerak_hate,trac_covert,0.493224637117476
pretrained,trac_overt,trac_covert,0.5003816650900541
pretrained,toxicity_identityhate,trac_covert,0.4598632951318295
pretrained,hateval_aggression,trac_covert,0.5243303412525321
pretrained,offenseval,trac_covert,0.5005749754076784
pretrained,stormfront_post,trac_covert,0.5006904643413893
pretrained,zeerak_sexism,trac_covert,0.4955054095521583
pretrained,stormfront_sentence,trac_covert,0.5116695831030884
pretrained,davidson_hate,trac_covert,0.4944650474278219
pretrained,trac_aggr,trac_covert,0.5303017669535459
pretrained,ami,trac_covert,0.4479409788208771
pretrained,davidson_toxicity,trac_covert,0.2669720433116208
pretrained,toxicity_toxic,trac_covert,0.4877986956955857
pretrained,trac_covert,trac_covert,0.5882208124818642
pretrained,toxicity_obscene,trac_covert,0.4709759848158656
pretrained,hateval_hate,trac_covert,0.4940608430344501
pretrained,zeerak_racism,trac_covert,0.5067511567074106
pretrained,toxicity_severetoxic,toxicity_obscene,0.6814494341225052
pretrained,founta_toxicity,toxicity_obscene,0.8526479597053701
pretrained,toxicity_threat,toxicity_obscene,0.5263864126249627
pretrained,toxicity_insult,toxicity_obscene,0.8075930582142274
pretrained,founta_abusive,toxicity_obscene,0.8758863136897985
pretrained,davidson_offensive,toxicity_obscene,0.5757265512017514
pretrained,founta_hateful,toxicity_obscene,0.484818938094161
pretrained,zeerak_hate,toxicity_obscene,0.4433956253981737
pretrained,trac_overt,toxicity_obscene,0.4523071561049081
pretrained,toxicity_identityhate,toxicity_obscene,0.5948161822655914
pretrained,hateval_aggression,toxicity_obscene,0.5883118419496036
pretrained,offenseval,toxicity_obscene,0.7058448006809477
pretrained,stormfront_post,toxicity_obscene,0.4550335033879632
pretrained,zeerak_sexism,toxicity_obscene,0.4931802588881943
pretrained,stormfront_sentence,toxicity_obscene,0.4757123810932149
pretrained,davidson_hate,toxicity_obscene,0.4192918904007856
pretrained,trac_aggr,toxicity_obscene,0.3028866071371664
pretrained,ami,toxicity_obscene,0.6742864631935825
pretrained,davidson_toxicity,toxicity_obscene,0.5532190866045184
pretrained,toxicity_toxic,toxicity_obscene,0.7569198610399996
pretrained,trac_covert,toxicity_obscene,0.3962736447701285
pretrained,toxicity_obscene,toxicity_obscene,0.8599419106630606
pretrained,hateval_hate,toxicity_obscene,0.5433661641352759
pretrained,zeerak_racism,toxicity_obscene,0.4738279398223105
pretrained,toxicity_severetoxic,hateval_hate,0.5268090316446217
pretrained,founta_toxicity,hateval_hate,0.5657193534376369
pretrained,toxicity_threat,hateval_hate,0.4896796659163248
pretrained,toxicity_insult,hateval_hate,0.5944380400292433
pretrained,founta_abusive,hateval_hate,0.5636199049005208
pretrained,davidson_offensive,hateval_hate,0.6167323506976463
pretrained,founta_hateful,hateval_hate,0.5260709001953703
pretrained,zeerak_hate,hateval_hate,0.5316826260368652
pretrained,trac_overt,hateval_hate,0.5167123219769909
pretrained,toxicity_identityhate,hateval_hate,0.5112128950680834
pretrained,hateval_aggression,hateval_hate,0.6158172536125291
pretrained,offenseval,hateval_hate,0.5586550836550837
pretrained,stormfront_post,hateval_hate,0.547979300056177
pretrained,zeerak_sexism,hateval_hate,0.5394525340573679
pretrained,stormfront_sentence,hateval_hate,0.5195716932932494
pretrained,davidson_hate,hateval_hate,0.3671191064090024
pretrained,trac_aggr,hateval_hate,0.4323912555656601
pretrained,ami,hateval_hate,0.9949368655259612
pretrained,davidson_toxicity,hateval_hate,0.5793394455521569
pretrained,toxicity_toxic,hateval_hate,0.6116843995948857
pretrained,trac_covert,hateval_hate,0.4934656783638494
pretrained,toxicity_obscene,hateval_hate,0.5989861517335754
pretrained,hateval_hate,hateval_hate,0.7081144191476941
pretrained,zeerak_racism,hateval_hate,0.5335278931811984
pretrained,toxicity_severetoxic,zeerak_racism,0.5021555100318338
pretrained,founta_toxicity,zeerak_racism,0.4242613306480187
pretrained,toxicity_threat,zeerak_racism,0.502119488060227
pretrained,toxicity_insult,zeerak_racism,0.4936298136576171
pretrained,founta_abusive,zeerak_racism,0.4363274957242797
pretrained,davidson_offensive,zeerak_racism,0.19142938205910395
pretrained,founta_hateful,zeerak_racism,0.5018405892914886
pretrained,zeerak_hate,zeerak_racism,0.6014415610971441
pretrained,trac_overt,zeerak_racism,0.4615409228898603
pretrained,toxicity_identityhate,zeerak_racism,0.5029872930763523
pretrained,hateval_aggression,zeerak_racism,0.4501986841248127
pretrained,offenseval,zeerak_racism,0.4272890484739677
pretrained,stormfront_post,zeerak_racism,0.4612873134328359
pretrained,zeerak_sexism,zeerak_racism,0.4130108944158233
pretrained,stormfront_sentence,zeerak_racism,0.4946629275232152
pretrained,davidson_hate,zeerak_racism,0.4840388619014573
pretrained,trac_aggr,zeerak_racism,0.3169987906830012
pretrained,ami,zeerak_racism,0.35587761674718194
pretrained,davidson_toxicity,zeerak_racism,0.14929891133030124
pretrained,toxicity_toxic,zeerak_racism,0.4816890899957898
pretrained,trac_covert,zeerak_racism,0.4098580801785506
pretrained,toxicity_obscene,zeerak_racism,0.4900956751798438
pretrained,hateval_hate,zeerak_racism,0.3685650641081859
pretrained,zeerak_racism,zeerak_racism,0.8392703516194191
